Logradouro,Endereço,Numero,Complemento,Bairro,Cidade,Estado,Região,País,CEP,Endereço completo,Latitude,Longitude
,,,,,Manaus,Santa Catarina,,Brasil,,"Avenida 7 de Setembro,  1.199 - Centro - CEP 69005-141",,
,,,,,Manaus,Santa Catarina,,Brasil,,"Av. Djalma Batista, 1661 - Chapada - CEP 69050-010",,
,,,,,Manaus,Santa Catarina,,Brasil,,"Av Djalma Baptista, 2100 - Chapada - CEP 69050-010",,
,,,,,Manaus,Santa Catarina,,Brasil,,Avenida Cosme Ferreira  nº 4605 Loja 17A - São José Operário - CEP 69085-015,,
,,,,,Manaus,Santa Catarina,,Brasil,,Avenida  Autaz  Mirim nº 282 – LOJA 01 - Tancredo Neves - CEP 69087-215,,
,,,,,Manaus,Santa Catarina,,Brasil,,Av. Arquiteto José Henrique Bento Rodrigues nº 3760  EC 103-G Bairro: Monte das Oliveiras - Manaus / AM CEP: 69.093-149,,
,,,,,Manaus,Santa Catarina,,Brasil,,Avenida Noel Nutels nº 1762 – Loja 3105 – 1º pavimento Bairro: Cidade Nova - Manaus / AM CEP: 69.095-000,,
,,,,,Manaus,Santa Catarina,,Brasil,,"Avenida Coronel Teixeira nº 5.705
Salão Comercial nº L40.3 - terceiro piso
Manaus / AM CEP: 69037-000",,
,,,,,Manaus,Santa Catarina,,Brasil,,"Av. Eduardo Ribeiro, 409/413 e Joaquim Sarmento, 78, Centro - Manaus - AM - CEP 69010-000",,
,,,,,Manaus,Santa Catarina,,Brasil,,"Avenida Laguna, 708 - Nova Esperança - Manaus - AM, CEP 78890-000",,
,,,,,Cruzeiro do Sul,São Paulo,,Brasil,,"Avenida Boulevard Thaumaturgo, 338 - Centro
Cruzeiro do Sul - AC - CEP 69980-000",,
,,,,,Rio Branco,São Paulo,,Brasil,,"BR-364, n.º 1707 - CEP 69914-220",,
,,,,,Rio Branco,São Paulo,,Brasil,,"Rua Rui Barbosa, 400 - Centro Rio Branco - AC - CEP 69900-084",,
,,,,,Arapiraca,São Paulo,,Brasil,,Rua Quinze de Novembro nº 67 - Centro - CEP 57300-340,,
,,,,,Arapiraca,São Paulo,,Brasil,,Rua Vicente Nunes de Albuquerque s/n. - Caititus  - CEP 57311-250,,
,,,,,Delmiro Gouveia,São Paulo,,Brasil,,"Galpão 2 na Avenida Presidente Castelo Branco, 484 - Centro - Delmiro Gouveia -  AL - CEP 57480-000",,
,,,,,Maceió,São Paulo,,Brasil,,"Rua Duque de Caxias, 1792 - Centro - CEP 57020-440",,
,,,,,Maceió,São Paulo,,Brasil,,"Rua Gustavo Paiva, 2990 - Mangabeira - CEP 57032-000",,
,,,,,Maceió,São Paulo,,Brasil,,"Avenida Fernandes Lima, 679 - Farol - CEP 57055-000",,
,,,,,Maceió,São Paulo,,Brasil,,"Av. Juca Sampaio, 2178 - Barro Duro - CEP 57045-365",,
,,,,,Maceió,São Paulo,,Brasil,,"Avenida Comendador Gustavo Paiva nº 5945 Lojas 1004, 1105 e 1006 - Cruz das Almas - CEP 57038-000",,
,,,,,Maceió,São Paulo,,Brasil,,"R. Cincinato Pinto, 167 - Centro - Maceió - AL - CEP 57020-050",,
,,,,,Maceió,São Paulo,,Brasil,,"Rua do Comércio, 173 - Térreo, primeiro andar - Centro, Maceió - AL - CEP 57020-000",,
,,,,,Penedo,São Paulo,,Brasil,,"Rua Joaquim Nabuco, 113 - Centro Histórico, Penedo - AL - CEP 57200-000",,
,,,,,Rio Largo,São Paulo,,Brasil,,Rua Dr. Manoel Oiticica nº 296 Bairro: Centro - Rio Largo / AL CEP: 57100-000,,
,,,,,Macapá,São Paulo,,Brasil,,"Avenida Presidente Vargas, 341 térreo (sala 1) e 1º andar (sala 2) - Central - CEP  68900-070",,
,,,,,Macapá,São Paulo,,Brasil,,Rodovia Juscelino Kubitschek n.º 100  - Loja nº 140 - Jardim Marco Zero -  CEP 68903-196,,
,,,,,Macapá,São Paulo,,Brasil,,"Rua Leopoldo Machado, 2334 
Central - Macapá / AM CEP: 68906-430",,
,,,,,Santana,São Paulo,,Brasil,,"Avenida Santana s/n, Lote urbano 401 - Antigo 21, quadra 22, setor 12 Comercial - Santana/AP - CEP 68925-076",,
,,,,,Itacoatiara,São Paulo,,Brasil,,"Avenida Parque nº 762
Bairro: Tancredo Neves - Manaus / AM CEP: 69087-215",,
,,,,,Manaus,São Paulo,,Brasil,,"Avenida 7 de Setembro,  1.199 - Centro - CEP 69005-141",,
,,,,,Manaus,São Paulo,,Brasil,,"Av. Djalma Batista, 1661 - Chapada - CEP 69050-010",,
,,,,,Manaus,São Paulo,,Brasil,,"Av Djalma Baptista, 2100 - Chapada - CEP 69050-010",,
,,,,,Manaus,São Paulo,,Brasil,,Avenida Cosme Ferreira  nº 4605 Loja 17A - São José Operário - CEP 69085-015,,
,,,,,Manaus,São Paulo,,Brasil,,Avenida  Autaz  Mirim nº 282 – LOJA 01 - Tancredo Neves - CEP 69087-215,,
,,,,,Manaus,São Paulo,,Brasil,,Av. Arquiteto José Henrique Bento Rodrigues nº 3760  EC 103-G Bairro: Monte das Oliveiras - Manaus / AM CEP: 69.093-149,,
,,,,,Manaus,São Paulo,,Brasil,,Avenida Noel Nutels nº 1762 – Loja 3105 – 1º pavimento Bairro: Cidade Nova - Manaus / AM CEP: 69.095-000,,
,,,,,Manaus,São Paulo,,Brasil,,"Avenida Coronel Teixeira nº 5.705
Salão Comercial nº L40.3 - terceiro piso
Manaus / AM CEP: 69037-000",,
,,,,,Manaus,São Paulo,,Brasil,,"Av. Eduardo Ribeiro, 409/413 e Joaquim Sarmento, 78, Centro - Manaus - AM - CEP 69010-000",,
,,,,,Manaus,São Paulo,,Brasil,,"Avenida Laguna, 708 - Nova Esperança - Manaus - AM, CEP 78890-000",,
,,,,,Manaus,São Paulo,,Brasil,,"Avenida Autaz Mirim, 6.100 - LUC 2007/2008/2009B/2010 - São José - Manaus / AM - CEP 69.085-000",,
,,,,,Manaus,São Paulo,,Brasil,,"Rua Francisco Queiroz, 654 (antigos 47) -  Conjunto Manoa - Cidade Nova I - Manaus - AM - CEP 69090-741",,
,,,,,Parintins,São Paulo,,Brasil,,"Praça Cristo Redentor, 2102 - Centro - Parintins - AM - CEP 69151-301",,
,,,,,Alagoinhas,São Paulo,,Brasil,,Rua Treze de Maio n.º 107 - Centro - CEP 48005-430,,
,,,,,Amargosa,São Paulo,,Brasil,,"Rua Benedito Almeida, 216 - Centro - Amargosa - BA - CEP 45300-000",,
,,,,,Barreiras,São Paulo,,Brasil,,"Rua Princesa Isabel, 361 - Primavera - CEP 47803-070",,
,,,,,Brumado,São Paulo,,Brasil,,"Rua Doutor Mário Meira, nº 147 Bairro: Centro - Brumado / BA CEP: 46100-000",,
,,,,,Camaçari,São Paulo,,Brasil,,Rua Duque de Caxias n.º 309 CEP 42800-150,,
,,,,,Camaçari,São Paulo,,Brasil,,"Via Parafuso s/nº, Lote 4 EUC - nº 1048 e 1049",,
,,,,,Candeias,São Paulo,,Brasil,,Praça Doutor Gualberto Dantas Fontes n.º 138 - Centro - CEP 43805-010,,
,,,,,Catu,São Paulo,,Brasil,,"Rua Desembargador Pedro Ribeiro Bittencourt , Centro - Catú - BA
CEP 48110-000",,
,,,,,Conceição do Coité,São Paulo,,Brasil,,Avenida Barão  do Rio Branco  nº 39 - Bairro: Centro - Conceição do Coité / BA CEP: 48730-000,,
,,,,,Cruz das Almas,São Paulo,,Brasil,,Rua J B da Fonseca s/nº Bairro: Centro - Cruz das Almas / BA CEP: 44380-000,,
,,,,,Dias D'Ávila,São Paulo,,Brasil,,"Av. Brasil, 451 - Bairro: Centro - Dias D´Ávila/ BA - CEP: 42.8500-000",,
,,,,,Eunápolis,São Paulo,,Brasil,,"Rua Porto Seguro, 615 - Centro - CEP 45820-006",,
,,,,,Feira de Santana,São Paulo,,Brasil,,"Av. João Durval Carneiro, 3665 Loja 179 B, 1º Piso - Campo do Gado - CEP 44037-010",,
,,,,,Feira de Santana,São Paulo,,Brasil,,"Av. Senhor dos Passos, 942 - Centro - CEP 44010-231",,
,,,,,Feira de Santana,São Paulo,,Brasil,,"BR 324 sentido Salvador Feira (Avenida Deputado Luis Eduardo Magalhães) loja 319B, 320, 321 e 322, Limoeiro - Feira de Santana - BA - CEP 44096-486",,
,,,,,Feira de Santana,São Paulo,,Brasil,,"Rua Marechal Deodoro, 438  - Centro - Feira de Santana - BA
CEP 44002-064",,
,,,,,Feira de Santana,São Paulo,,Brasil,,"Av. Getúlio Vargas 663, Centro, Feira de Santana,/BA - CEP 44001-325",,
,,,,,Guanambi,São Paulo,,Brasil,,"Rua Doutor Francisco José Fernandes  nº 90
Bairro: Centro - Guanambi / BA CEP: 46430-000",,
,,,,,Ilhéus,São Paulo,,Brasil,,Av. Itabuna nº 1491 - Conquista - CEP 45650-015,,
,,,,,Ilhéus,São Paulo,,Brasil,,Rua Bento Berilo nºs 35/43 - Centro - lhéus / BA CEP 45653-270,,
,,,,,Ipirá,São Paulo,,Brasil,,"Praça Roberto Cintra, 360 - Bairro: Centro - Ipirá / BA - CEP: 44600-000",,
,,,,,Irecê,São Paulo,,Brasil,,Praça Doutor  Mario Dourado Sobrinho nº 43 - Centro - CEP 44900-000,,
,,,,,Itaberaba,São Paulo,,Brasil,,"Av. Rio Branco, nº 606 - Itaberaba - BA - CEP: 46880-000",,
,,,,,Itabuna,São Paulo,,Brasil,,"Av. Azis Maron, s/ número | lojas de nºs. 21, 22, 23 e 24 - Goes Calmon - CEP 45605-415",,
,,,,,Itabuna,São Paulo,,Brasil,,Rua São Vicente de Paula n.º 152 -Oswaldo Cruz - CEP 45.600-105,,
,,,,,Itamaraju,São Paulo,,Brasil,,Praça das Nações Unidas nº 590 Bairro: Centro - Itamaraju / BA CEP: 45836-000,,
,,,,,Itaparica,São Paulo,,Brasil,,"Av. Newton Belo, 431 - Centro - Santa Luzia - MA - CEP 65390-000",,
,,,,,Itapetinga,São Paulo,,Brasil,,Rua Pompilho Espinheira s/nº (esquina com a Rua Montes Claros) - Centro - CEP 45700-000,,
,,,,,Jacobina,São Paulo,,Brasil,,"Avenida Lomanto Junior nº 60
Bairro: Centro - Jacobina / BA CEP: 44700-000",,
,,,,,Jaguaquara,São Paulo,,Brasil,,"Praça J.J. Seabra, 116 - Jaguaquara / BA - CEP: 45345-000",,
,,,,,Jequié,São Paulo,,Brasil,,Rua Dez de Novembro nº 04 - Centro - CEP 45200-400,,
,,,,,Juazeiro,São Paulo,,Brasil,,Avenida Raul Alves n.º 4 - Santo Antônio - CEP 48903-000,,
,,,,,Juazeiro,São Paulo,,Brasil,,LOTEAMENTO CENTRO INDUSTRIAL - BAIRRO: JOAO PAULO II CEP 48908-000,,
,,,,,Lauro de Freitas,São Paulo,,Brasil,,"Avenida Santos Dumont, 6008 - Portão - CEP 42700-000",,
,,,,,Lauro de Freitas,São Paulo,,Brasil,,Avenida Amarilio Thiago dos Santos nº 70 Bairro: Centro - Lauro de Freitas / BA CEP: 42700-000,,
,,,,,Luís Eduardo Magalhães,São Paulo,,Brasil,,"Rua Pernambuco, 111, térreo e 1º andar - Mimoso do Oeste - CEP 47850-000",,
,,,,,Paulo Afonso,São Paulo,,Brasil,,Avenida Apolônio Sales s/nº - Centro - CEP 48601-200,,
,,,,,Porto Seguro,São Paulo,,Brasil,,"Av. João Ribeiro, 136 - loja B - Pilares - Rio de Janeiro - RJ",,
,,,,,Ribeira do Pombal,São Paulo,,Brasil,,"Avenida Oliveira Brito nº 487 
Quadra 82 – Lote 10 _ Setor 01
Bairro: Centro - Ribeira do Pombal / BA CEP: 48400-000",,
,,,,,Salvador,São Paulo,,Brasil,,Av. Antonio Carlos Magalhães s/n - Pituba - CEP 41850-000,,
,,,,,Salvador,São Paulo,,Brasil,,"Portão da Piedade, 155 G 2 - Piedade - CEP 40070-900",,
,,,,,Salvador,São Paulo,,Brasil,,"Rua Junqueira Ayres, 08 Loja 19 - Barris - CEP 40070-080",,
,,,,,Salvador,São Paulo,,Brasil,,"Avenida Aliomar Baleeiro, 578 (antigo 15375) - Lojas 02 e 03 -São Cristovão - CEP 41500-660",,
,,,,,Salvador,São Paulo,,Brasil,,"Avenida José Joaquim Seabra, 368 e 370 - Baixa dos Sapateiros - CEP 40025-001",,
,,,,,Salvador,São Paulo,,Brasil,,"Avenida Octavio Mangabeira, 810 - Edifício Costa Dourada (Lojas A até L do térreo) - Pituba - CEP 41930-050",,
,,,,,Salvador,São Paulo,,Brasil,,"Rua dos Rodoviários s/nº - SUC n.º 60.1 do 1º Piso
Bairro: Cabula - Salvador / BA CEP:  41150-125",,
,,,,,Salvador,São Paulo,,Brasil,,"Av. Centenário, 2992, Piso L|3, lj Ancora 04. - Chame - CEP 40155-150",,
,,,,,Salvador,São Paulo,,Brasil,,"Av. Tancredo Neves, 2915 - Caminho das Árvores - CEP 41820-910",,
,,,,,Salvador,São Paulo,,Brasil,,Rodovia BA - 526 nº 305 - São Cristovão - CEP 41510-000,,
,,,,,Salvador,São Paulo,,Brasil,,"Av. Luis Viana, 8.544 - Paralela - CEP 41730-101",,
,,,,,Salvador,São Paulo,,Brasil,,Avenida Dom João VI  n.º 215 - Brotas -  CEP 40285-000,,
,,,,,Salvador,São Paulo,,Brasil,,Rua Padre Antonio de Sá n.º 103 (08) - Calçada - CEP 40411-010,,
,,,,,Salvador,São Paulo,,Brasil,,Conjunto Cajazeiras VIII - (Estrada da Paciência) - Cajazeiras - CEP 41338-700,,
,,,,,Salvador,São Paulo,,Brasil,,Rua João Gomes nº 48  Bairro: Rio Vermelho - Salvador / BA CEP: 41950-640,,
,,,,,Salvador,São Paulo,,Brasil,,"Estrada da Liberdade, 357 lojas 101 e 105",,
,,,,,Salvador,São Paulo,,Brasil,,"Av. Dorival Caymmi, 14380 - Bairro: Itapuã - Salvador /BA                                              CEP: 46611-510",,
,,,,,Salvador,São Paulo,,Brasil,,"Rua Conde De Porto Alegre, 93 OT - Iapi - Salvador - BA, CEP 40330-200",,
,,,,,Salvador,São Paulo,,Brasil,,Rua Silveira Martins nº 208 - Loja 03 - Cabula - CEP 41150-000,,
,,,,,Salvador,São Paulo,,Brasil,,"Estrada Campinas Pirajá s/nº 
Galpão Comercial s/nº (Parte da Fazenda Oiteiro)
Bairro: Campinas do Pirajá - Salvador / BA CEP: 41275-002",,
,,,,,Salvador,São Paulo,,Brasil,,"Rua Anísio Teixeira,161 - Itaigara
Salvador - BA - CEP 41815-060",,
,,,,,Salvador,São Paulo,,Brasil,,"Rua Osvaldo Deway, 132 - loja 01 - Periperi - Salvador/ BA CEP:  40720-318",,
,,,,,Salvador,São Paulo,,Brasil,,"Almirante marques de Leão, 54 LJ 154 - Barra, Salvador -BA - CEP: 40140-230",,
,,,,,Salvador,São Paulo,,Brasil,,"Avenida Caminho de Areia, 213 - Loja A - Caminho da Areia
Salvador - BA - CEP 40440-360",,
,,,,,Santa Maria da Vitória,São Paulo,,Brasil,,RUA CORONEL CLEMENTE DE ARAUJO CASTRO - CENTRO,,
,,,,,Santo Amaro,São Paulo,,Brasil,,"Avenida Presidente Vargas nº 102 
Bairro: Centro - Santo Amaro / BA CEP: 44200-000",,
,,,,,Santo Antônio de Jesus,São Paulo,,Brasil,,"Praça Félix Gaspar, 53 - Centro - CEP44572-055",,
,,,,,Santo Estêvão,São Paulo,,Brasil,,"Rua Marechal Floriano nº 100
Santo Estevão / BA - CEP: 44190-000",,
,,,,,Seabra,São Paulo,,Brasil,,"Rua Horácio de Matos, 165 - Bairro: Centro - Seabra / BA                                  CEP: 46900-000",,
,,,,,Senhor do Bonfim,São Paulo,,Brasil,,Praça Doutor José Gonçalves n.º 260 - Centro - CEP 48970-000,,
,,,,,Serrinha,São Paulo,,Brasil,,"Praça Luiz Nogueira nº 395
Serrinha / BA CEP: 48700-000",,
,,,,,Simões Filho,São Paulo,,Brasil,,"Avenida Luiz Eduardo, 66 Loja 2, e n.º 86 Loja 1 - Centro - CEP 43700-000",,
,,,,,Teixeira de Freitas,São Paulo,,Brasil,,"Rua Flaviano Guimarães, 35 - Centro - CEP 45995-041",,
,,,,,Teixeira de Freitas,São Paulo,,Brasil,,Avenida São Paulo nº 2575 LUC Nº 1062 - Bairro: Vila Verde - Teixeira de Freitas / BA CEP: 45990-678,,
,,,,,Valença,São Paulo,,Brasil,,"Rua Rui Barbosa, 38 e 44 - Centro - CEP 45400-000",,
,,,,,Vitória da Conquista,São Paulo,,Brasil,,"Av. Juracy Magalhães, Quadra 07 | Loteamento Morada dos Pássaros | Loja Âncora - Felícia - CEP 45023-490",,
,,,,,Vitória da Conquista,São Paulo,,Brasil,,Avenida Lauro de Freitas  n.º 336 - Centro - CEP 45000-230,,
,,,,,Vitória da Conquista,São Paulo,,Brasil,,"AVENIDA OLIVIA FLORES 2500, 1080 - CEP: 45031-000",,
,,,,,Xique-Xique,São Paulo,,Brasil,,"Praça Dom Maximo 51, Centro - Xique-Xique/BA - CEP 47400-00",,
,,,,,Acaraú,São Paulo,,Brasil,,"Rua Coronel Duca da Silveira, Acaraú - CE - CEP 62580-000",,
,,,,,Aracati,São Paulo,,Brasil,,"Rua Coronel Pompeu, 58 - LUC 01
Aracati/ CE - CEP 62.800-970",,
,,,,,Camocim,São Paulo,,Brasil,,RUA VINTE E QUATRO DE MAIO 1910 - CENTRO,,
,,,,,Canindé,São Paulo,,Brasil,,RUA 29 DE JULHO 541 - BAIRRO: CENTRO Canindé - CE,,
,,,,,Cascavel,São Paulo,,Brasil,,AV. CHANCELER EDSON QUEIROZ 1231 - BAIRRO: CENTRO,,
,,,,,Caucaia,São Paulo,,Brasil,,Avenida Edson da Mota Correia n.º 620 - Loja n.º 141 - CEP 61600-040,,
,,,,,Caucaia,São Paulo,,Brasil,,"Avenida São Vicente de Paula s/nº, Lote 01 a 13,Quadra nº 34 Bairro: Araturi (Jurema) - Caucaia / CE CEP: 61655-000",,
,,,,,Crateús,São Paulo,,Brasil,,Rua Barão do Rio Branco nº 961 - CEP: 63700-000,,
,,,,,Crato,São Paulo,,Brasil,,"Rua Santos Dumont, 60 e R. José Carvalho, 93 (antigo n.º 25) - Centro - CEP 63100-040",,
,,,,,Eusébio,São Paulo,,Brasil,,"Rua Carmelita Rebouças, LUC 04 Bairro: Centro - Eusébio / CE CEP: 61760-000",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Rua Barão do Rio Branco, 922 - Centro - CEP 60025-060",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Santos Dumont, 3131, Loja 01 - Aldeota - CEP 60150-162",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av Bez. de Menezes, 2450 - São Geraldo - CEP 60325-002",,
,,,,,Fortaleza,São Paulo,,Brasil,,Av. Washington Soares 85 Loja2|Am 120/121 A/B/C/D/E - Edson Queiroz - CEP 60811-340,,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Carapinima, 2200 | ilhas de n.º 001 e 002 | 2º Piso - Benfica - CEP 60015-290",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Washington Soares, 3690  Loja 5  Piso Térreo - Água Fria - CEP 60830-641",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Dom Luís, 500 - Aldeota - CEP 60160-230",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Washington Soares, 4335 - Sapiranga - CEP 60833-005",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Avenida Professor Gomes de Matos, 1703 - Montese - CEP 60410-001",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Dom Luís, 1.200 - Meireles - CEP 60160-230",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av Bezerra de Menezes, 871 - Parquelândia - CEP 60325-000",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Rua ""G"" (Loteamenteo Prq. Montenegro I) n.º 200 - Parque Dois Irmãos - CEP 60761-285",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Frei Cirilo, 3916 - Messejana, Fortaleza - CE, 60864-190",,
,,,,,Fortaleza,São Paulo,,Brasil,,Rua Francisco Sá n.º 3780 Loja n.º 1 - Carlito Pamplona - CEP60310-052,,
,,,,,Fortaleza,São Paulo,,Brasil,,"Rua Coronel Ernesto Matos, 496 - Messejana - CEP 60840-350",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Dom Luis, 1400 - Meireles - CEP 60160-230",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Av. Antônio Sales, 3031 - Dionísio Torres - CEP 60135-102",,
,,,,,Fortaleza,São Paulo,,Brasil,,Avenida Dedé Brasil nº 4820 Loja C - Itaperi - CEP 60714-242,,
,,,,,Fortaleza,São Paulo,,Brasil,,Avenida Lineu Machado nº 419  Espaço Comercial  nº 2042  - Jóquei Clube - CEP 60520-101,,
,,,,,Fortaleza,São Paulo,,Brasil,,Rua Germano Franck nº 300 - Parangaba - CEP 60740-020,,
,,,,,Fortaleza,São Paulo,,Brasil,,"Rua Desembargador Lauro Nogueira, 1355; Papicu - Piso L1 - Salão Comercial nº 1055 - Fortaleza / CE CEP: 60.176-065",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Rua General Sampaio, 1148 - Centro, Fortaleza - CE - CEP 60020-030",,
,,,,,Fortaleza,São Paulo,,Brasil,,"Avenida Sargento Hermínio Sampaio, 3100, LUC 2072/2073 - Piso L2, Presidente Kennedy - Fortaleza - CE - CEP 60320-504",,
,,,,,Horizonte,São Paulo,,Brasil,,AV. PRESIDENTE CASTELO BRANCO 04423 - CENTRO CEP 62880-381,,
,,,,,Iguatu,São Paulo,,Brasil,,"Av. Agenor Araújo nº 440 e 448 e Rua Floriano Peixoto ,275, 281 e 465 - Centro - Iguatu/CE - CEP: 63500-110",,
,,,,,Itapipoca,São Paulo,,Brasil,,"Avenida Anastácio Braga nº 1100 
Bairro: Centro - Itapipoca / CE CEP: 62500-000",,
,,,,,Juazeiro do Norte,São Paulo,,Brasil,,"Av. Padre Cícero, 2555 Lojas 110, 111, 112, 113 e 114 | Piso Térreo - Triângulo - CEP 63041-140",,
,,,,,Juazeiro do Norte,São Paulo,,Brasil,,"Rua do Cruzeiro, 135 - Centro - CEP 63010-070",,
,,,,,Maracanaú,São Paulo,,Brasil,,"Av. Senador Carlos Jereissati, 100, 1º Piso ArcoS 106, 107, 110, 111 e 112 - Jaçanau - CEP 61900-010",,
,,,,,Maranguape,São Paulo,,Brasil,,"Maranguape Shopping Mall
Rua Coronel Antônio Botelho de Sousa, nº 254 – LUC 100 e Avenida Dr. Roberto Calmon, nº 140
Bairro: Centro – Maranguape / CE
CEP: 61940-005",,
,,,,,Pacajus,São Paulo,,Brasil,,"Rua Tenente Joaquim Nogueira de Queiroz, 259  - Centro - Pacajus - CE",,
,,,,,Quixadá,São Paulo,,Brasil,,Rua Epitácio Pessoa n.º 1250 - Quixadá - CEP 63900-000,,
,,,,,Sobral,São Paulo,,Brasil,,"R. Ernesto Deocleciano, 622 - Centro - CEP 62011-050",,
,,,,,Sobral,São Paulo,,Brasil,,"Rua Monsenhor Aloisio Pinto nº 300, Loja 60 (Piso Térreo) - Bairro Dom Expedito - SOBRAL / CE. - CEP 62050-255",,
,,,,,Tauá,São Paulo,,Brasil,,"Rua Dondon Feitosa, 372 - Tauá - CE - CEP 63660-000",,
,,,,,Tianguá,São Paulo,,Brasil,,Avenida Prefeito Jacques Nunes  n.º 266 - Centro - CEP 62320-000,,
,,,,,Brasília,São Paulo,,Brasil,,SCS | Q4 Bl.A 11 - Asa Sul - CEP 70304-000,,
,,,,,Brasília,São Paulo,,Brasil,,"CSA 1 | Lotes 02,03,04,16 e17 - Taguatinga Sul - CEP 72015-015",,
,,,,,Brasília,São Paulo,,Brasil,,"SC/Norte Quadra 05, BL A  Loja 200 1º subsolo B - Asa Norte - CEP 70715-900",,
,,,,,Brasília,São Paulo,,Brasil,,SAISO ÁREA 6580 Loja 214 - Guara I - CEP 71219-900,,
,,,,,Brasília,São Paulo,,Brasil,,Rua 210 | QS 01 | Lote 40 | Lojas 2006/2010 - Águas Claras - CEP 72030-110,,
,,,,,Brasília,São Paulo,,Brasil,,SDN CNB | Loja S 132 | Pavimento Térreo - Asa Norte - CEP 70077-900,,
,,,,,Brasília,São Paulo,,Brasil,,"Av Recanto das Emas, Quadra 103, Lotes 3 e 4, Loja 01 - Recanto das Emas - CEP 72610-321",,
,,,,,Brasília,São Paulo,,Brasil,,Setor de Habilitações Coletivas (SHC) | área octogonal | entrequadras 2/8 | lote - Octogonal - CEP 70640-000,,
,,,,,Brasília,São Paulo,,Brasil,,"Setor Comercial Sul, Qd 7, Bloco A, 1º. Subsolo, Loja 35 - Asa Sul - CEP 70307-902",,
,,,,,Brasília,São Paulo,,Brasil,,"Av. das Araucárias Lts. 1835, 1905, 1955 e 2005 | Lojas 200 A, 200 B e 241 - Águas Claras - CEP 72030-100",,
,,,,,Brasília,São Paulo,,Brasil,,"Quadra 14, Áreas Especiais 3 e 4, Lojas nºs. 69 e 70 | Térreo - Sobradinho - CEP 73050-140",,
,,,,,Brasília,São Paulo,,Brasil,,"CSB  02, Lotes 01/04, Lojas S|01 a S|07, Piso Subsolo - Centro - CEP 72015-525",,
,,,,,Brasília,São Paulo,,Brasil,,"SCC , lotes 01, 05 e 06 - Setor Central - CEP 72404-000",,
,,,,,Brasília,São Paulo,,Brasil,,"QN 318, conjunto 02, lote 01 - Samambaia do Sul - CEP  72308-702",,
,,,,,Brasília,São Paulo,,Brasil,,SHD Projeção N - 1º andar - Planaltina - CEP 73310-200,,
,,,,,Brasília,São Paulo,,Brasil,,QNM 12 (Via NM 12-A) lote 14 e QNM 12 (Via CNM - 02) lote 13 Ceilândia/DF - CEP: 72210-120,,
,,,,,Brasília,São Paulo,,Brasil,,"SHIN CA 01, Lote A, Bloco A Loja 22 - Lago Norte - CEP 71503-501",,
,,,,,Brasília,São Paulo,,Brasil,,Setor Norte Comércio Local 114 - Lote D Salas 111 a 114 Santa Maria CEP 72544-204,,
,,,,,Brasília,São Paulo,,Brasil,,"Rua 13 Norte Lote 01 e 03, Rua 14 Norte Lotes 02 e 04 Lojas 54, 55, 62, 63 e 64 - Águas Claras - CEP 71909-720",,
,,,,,Brasília,São Paulo,,Brasil,,SHIS CC QI 05 BOCO F LOJA 210 SUBSOLO PARTE - LAGO SUL  - CEP 71615-560,,
,,,,,Brasília,São Paulo,,Brasil,,"LUC nº 44 - Lote nº 5 - Rua 36 Norte
Bairro: Águas Claras - Brasília / DF CEP: 71900-100",,
,,,,,Brasília,São Paulo,,Brasil,,"SEP/Norte Qd 505, S/N Conj. D Lj 85 - Asa Norte - CEP 70730-544",,
,,,,,Brasília,São Paulo,,Brasil,,COM. Residencial Q 506 Bl. A Lj Térreo 15 - Asa Sul - CEP 70350-515,,
,,,,,Brasília,São Paulo,,Brasil,,SH/CLSW Bloco A Loja B 104 - Sudoeste - CEP 70670-531,,
,,,,,Brasília,São Paulo,,Brasil,,SHI/Sul CL QI 17 Bl. H Lojas 113 a 116 - Lago Sul - CEP 71645-000,,
,,,,,Brasília,São Paulo,,Brasil,,CND 9 LT 09 - CENTRO,,
,,,,,Brasília,São Paulo,,Brasil,,"Lote 615 - Setor Avenida Central Comércio Do Núcleo Bandeirante, Núcleo Bandeirante - Brasília - DF - CEP 73010-000",,
,,,,,Brasília,São Paulo,,Brasil,,"CNM - 01 (UM) Bloco D, Lote 01 - Centro - Ceilândia - DF, CEP 72215-504",,
,,,,,Brasília,São Paulo,,Brasil,,"LOTES nº 15 e 16 do bloco b, da quadra 16 do SCR/SUL, Brasília - DF - CEP 70329-900",,
